Provenance,Destination,Train,Numéro,Jour,Départ (réel),Départ (prévu),Retard (min),Cause,Arrêts
Toulouse Matabiau,Cahors ,TER,871610,10-03-2023,11:01:00,11:01:00,0,,"['Lacourtensourt', 'Saint-Jory', 'Castelnau-d\'Estrétefonds"", \'links\': [], \'coord\': {\'lat\': \'43.786195\', \'lon\': \'1.341821\'}, \'label\': ""Castelnau-d\'Estrétefonds (Castelnau-d\'Estrétefonds)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87611665:Train\'', 'Grisolles', 'Dieupentale', 'Montbartier', 'Montauban Ville Bourbon', 'Albias', 'Caussade', 'Lalbenque - Fontanes', 'Cahors']"
Toulouse Matabiau,Rodez ,TER,870006,10-03-2023,11:16:00,11:16:00,0,,"['Saint-Sulpice', 'Rabastens - Coufouleux', 'Lisle-sur-Tarn', 'Gaillac', 'Albi-Ville', 'Albi Madeleine', 'Carmaux', 'Naucelle', 'Baraqueville Carcenac Peyralès', 'Luc-la-Primaube', 'Rodez']"
Toulouse Matabiau,Perpignan ,TER,876255,10-03-2023,11:17:00,11:17:00,0,,"['Montaudran', 'Labège - Innopole', 'Escalquens', 'Baziège', 'Villefranche-de-Lauragais', 'Castelnaudary', 'Bram', 'Carcassonne', 'Lézignan-Corbières', 'Narbonne', 'Port-la-Nouvelle', 'Leucate la Franqui', 'Salses', 'Rivesaltes', 'Perpignan']"
Toulouse Matabiau,Bayonne ,Intercités,62013,10-03-2023,11:37:00,11:37:00,0,,"['Pau', 'Bayonne']"
Toulouse Matabiau,Boussens ,TER,872603,10-03-2023,11:42:00,11:42:00,0,,"['Saint-Agne', 'Portet - Saint-Simon', 'Muret', 'Le Fauga', 'Longages - Noé', 'Carbonne', 'Cazères-sur-Garonne', 'Martres-Tolosane', 'Boussens']"
Montpellier Saint-Roch,Paris - Gare de Lyon - Hall 1 & 2 ,TGV INOUI,6034,09-03-2023,13:48:00,13:48:00,0,,"['Nîmes Centre', 'Valence TGV Rhône-Alpes Sud', 'Paris - Gare de Lyon - Hall 1 & 2']"
Avignon Centre,Port-Bou ,TER,86987,09-03-2023,14:51:30,14:51:30,0,,"['Frontignan', 'Sète', 'Agde', 'Béziers', 'Narbonne', 'Port-la-Nouvelle', 'Leucate la Franqui', 'Salses', 'Rivesaltes', 'Perpignan', 'Elne', 'Argelès-sur-Mer', 'Collioure', 'Port-Vendres', 'Banyuls-sur-Mer', 'Cerbère', 'Port-Bou']"
Narbonne,Marseille - Saint-Charles ,TER,876542,09-03-2023,15:36:30,15:36:30,0,,"['Baillargues', 'Lunel', 'Vergèze - Codognan', 'Nîmes Centre', 'Nîmes Pont-du-Gard', 'Tarascon', 'Arles', 'Saint-Martin-de-Crau', 'Miramas', 'Vitrolles - Aéroport Marseille Provence', 'Marseille - Saint-Charles']"
Montpellier Saint-Roch,Paris - Gare de Lyon - Hall 1 & 2 ,TGV INOUI,6206,09-03-2023,15:49:00,15:49:00,0,,"['Nîmes Centre', 'Valence TGV Rhône-Alpes Sud', 'Paris - Gare de Lyon - Hall 1 & 2']"
Avignon Centre,Port-Bou ,TER,86989,09-03-2023,16:53:00,16:53:00,0,,"['Frontignan', 'Sète', 'Agde', 'Béziers', 'Narbonne', 'Port-la-Nouvelle', 'Leucate la Franqui', 'Salses', 'Rivesaltes', 'Perpignan', 'Elne', 'Argelès-sur-Mer', 'Collioure', 'Port-Vendres', 'Banyuls-sur-Mer', 'Cerbère', 'Port-Bou']"
Bordeaux Saint-Jean,Marseille - Saint-Charles ,Intercités,4661,09-03-2023,16:56:00,16:56:00,0,,"['Nîmes Centre', 'Arles', 'Marseille - Saint-Charles']"
Port-Bou,Avignon Centre ,TER,86992,09-03-2023,17:13:00,17:13:00,0,,"['Baillargues', 'Lunel', 'Vergèze - Codognan', 'Nîmes Centre', 'Nîmes Pont-du-Gard', 'Beaucaire', 'Tarascon', 'Avignon Centre']"
Avignon Centre,Cerbère ,TER,876427,09-03-2023,18:55:00,18:55:00,0,,"['Frontignan', 'Sète', 'Agde', 'Béziers', 'Narbonne', 'Port-la-Nouvelle', 'Leucate la Franqui', 'Salses', 'Rivesaltes', 'Perpignan', 'Elne', 'Argelès-sur-Mer', 'Collioure', 'Port-Vendres', 'Banyuls-sur-Mer', 'Cerbère']"
Bordeaux Saint-Jean,Marseille - Saint-Charles ,Intercités,4663,09-03-2023,18:58:00,18:58:00,0,,"['Nîmes Centre', 'Marseille - Saint-Charles']"
Port-Bou,Avignon Centre ,TER,86994,09-03-2023,19:13:00,19:12:00,1,Retard non expliqué,"['Baillargues', 'Lunel', 'Vergèze - Codognan', 'Nîmes Centre', 'Nîmes Pont-du-Gard', 'Beaucaire', 'Tarascon', 'Avignon Centre']"
Montpellier Saint-Roch,Paris - Gare de Lyon - Hall 1 & 2 ,TGV INOUI,6200,10-03-2023,05:50:00,05:50:00,0,,"['Nîmes Centre', 'Valence TGV Rhône-Alpes Sud', 'Paris - Gare de Lyon - Hall 1 & 2']"
Nîmes Centre,Port-Bou ,TER,86967,10-03-2023,05:51:00,05:51:00,0,,"['Frontignan', 'Sète', 'Agde', 'Béziers', 'Narbonne', 'Port-la-Nouvelle', 'Leucate la Franqui', 'Salses', 'Rivesaltes', 'Perpignan', 'Elne', 'Argelès-sur-Mer', 'Collioure', 'Port-Vendres', 'Banyuls-sur-Mer', 'Cerbère', 'Port-Bou']"
Nîmes Centre,Toulouse Matabiau ,TER,876205,10-03-2023,06:13:30,06:13:30,0,,"['Villeneuve-lès-Maguelone', 'Vic - Mireval', 'Frontignan', 'Sète', 'Marseillan Plage', 'Agde', 'Vias', 'Béziers', 'Coursan', 'Narbonne', 'Lézignan-Corbières', 'Carcassonne', 'Bram', 'Castelnaudary', 'Avignonet', 'Villefranche-de-Lauragais', 'Villenouvelle', 'Baziège', 'Montlaur', 'Escalquens', 'Labège - Village', 'Labège - Innopole', 'Montaudran', 'Toulouse Matabiau']"
Narbonne,Marseille - Saint-Charles ,TER,876532,10-03-2023,06:37:30,06:37:30,0,,"['Baillargues', 'Lunel', 'Vergèze - Codognan', 'Nîmes Centre', 'Nîmes Pont-du-Gard', 'Tarascon', 'Arles', 'Saint-Martin-de-Crau', 'Miramas', 'Vitrolles - Aéroport Marseille Provence', 'Marseille - Saint-Charles']"
Montpellier Saint-Roch,Avignon Centre ,TER,876302,10-03-2023,06:42:30,06:42:30,0,,"['Baillargues', 'Lunel', 'Gallargues', 'Vergèze - Codognan', 'Uchaud', 'Milhaud', 'Saint-Césaire', 'Nîmes Centre', 'Nîmes Pont-du-Gard', 'Beaucaire', 'Tarascon', 'Avignon Centre']"
Nîmes Centre,Port-Bou ,TER,86969,10-03-2023,06:55:00,06:55:00,0,,"['Frontignan', 'Sète', 'Agde', 'Béziers', 'Narbonne', 'Port-la-Nouvelle', 'Leucate la Franqui', 'Salses', 'Rivesaltes', 'Perpignan', 'Elne', 'Argelès-sur-Mer', 'Collioure', 'Port-Vendres', 'Banyuls-sur-Mer', 'Cerbère', 'Port-Bou']"
Nîmes Centre,Sète ,TER,876321,10-03-2023,06:59:30,06:59:30,0,,"['Frontignan', 'Sète']"
Narbonne,Avignon Centre ,TER,876402,10-03-2023,07:13:00,07:13:00,0,,"['Baillargues', 'Lunel', 'Vergèze - Codognan', 'Nîmes Centre', 'Nîmes Pont-du-Gard', 'Beaucaire', 'Tarascon', 'Avignon Centre']"
Nîmes Centre,Narbonne ,TER,876601,10-03-2023,07:29:00,07:29:00,0,,"['Villeneuve-lès-Maguelone', 'Vic - Mireval', 'Frontignan', 'Sète', 'Marseillan Plage', 'Agde', 'Vias', 'Béziers', 'Coursan', 'Narbonne']"
Narbonne,Lunel ,TER,876102,10-03-2023,07:29:30,07:29:30,0,,"['Saint-Aunès', 'Baillargues', 'Lunel-Viel', 'Lunel']"
Narbonne,Marseille - Saint-Charles ,TER,876534,10-03-2023,07:38:30,07:38:30,0,,"['Baillargues', 'Lunel', 'Vergèze - Codognan', 'Nîmes Centre', 'Nîmes Pont-du-Gard', 'Beaucaire', 'Tarascon', 'Arles', 'Saint-Martin-de-Crau', 'Miramas', 'Vitrolles - Aéroport Marseille Provence', 'Marseille - Saint-Charles']"
Avignon Centre,Sète ,TER,876301,10-03-2023,07:42:00,07:42:00,0,,"['Villeneuve-lès-Maguelone', 'Vic - Mireval', 'Frontignan', 'Sète']"
Avignon Centre,Narbonne ,TER,876405,10-03-2023,07:51:00,07:51:00,0,,"['Frontignan', 'Sète', 'Agde', 'Béziers', 'Narbonne']"
Sète,Avignon Centre ,TER,876304,10-03-2023,07:58:30,07:58:30,0,,"['Baillargues', 'Lunel', 'Gallargues', 'Vergèze - Codognan', 'Uchaud', 'Milhaud', 'Saint-Césaire', 'Nîmes Centre', 'Avignon Centre']"
Narbonne,Avignon Centre ,TER,876404,10-03-2023,08:13:00,08:13:00,0,,"['Baillargues', 'Lunel', 'Vergèze - Codognan', 'Nîmes Centre', 'Nîmes Pont-du-Gard', 'Beaucaire', 'Tarascon', 'Avignon Centre']"
Carcassonne,Nîmes Centre ,TER,876225,10-03-2023,08:30:30,08:30:30,0,,"['Baillargues', 'Lunel', 'Vergèze - Codognan', 'Nîmes Centre']"
Lunel,Sète ,TER,876337,10-03-2023,08:35:30,08:35:30,0,,"['Villeneuve-lès-Maguelone', 'Vic - Mireval', 'Frontignan', 'Sète']"
Montpellier Saint-Roch,Paris - Gare de Lyon - Hall 1 & 2 ,TGV INOUI,6030,10-03-2023,08:48:00,08:48:00,0,,"['Nîmes Centre', 'Valence TGV Rhône-Alpes Sud', 'Paris - Gare de Lyon - Hall 1 & 2']"
Perpignan,Paris - Gare de Lyon - Hall 1 & 2 ,TGV INOUI,6202,10-03-2023,08:48:00,08:48:00,0,,"['Nîmes Centre', 'Valence TGV Rhône-Alpes Sud', 'Paris - Gare de Lyon - Hall 1 & 2']"
Avignon Centre,Perpignan ,TER,876407,10-03-2023,08:53:30,08:53:30,0,,"['Frontignan', 'Sète', 'Agde', 'Béziers', 'Narbonne', 'Port-la-Nouvelle', 'Leucate la Franqui', 'Salses', 'Rivesaltes', 'Perpignan']"
Sète,Lunel ,TER,876336,10-03-2023,09:08:00,09:08:00,0,,"['Baillargues', 'Lunel']"
Cerbère,Nîmes Centre ,TER,876406,10-03-2023,09:13:00,09:13:00,0,,"['Baillargues', 'Lunel', 'Vergèze - Codognan', 'Nîmes Centre']"
Nîmes Centre,Narbonne ,TER,876607,10-03-2023,09:26:00,09:26:00,0,,"['Frontignan', 'Sète', 'Agde', 'Béziers', 'Narbonne']"
Avignon Centre,Narbonne ,TER,876409,10-03-2023,09:53:00,09:53:00,0,,"['Frontignan', 'Sète', 'Agde', 'Béziers', 'Narbonne']"
Narbonne,Avignon Centre ,TER,876408,10-03-2023,10:08:30,10:08:30,0,,"['Baillargues', 'Lunel', 'Vergèze - Codognan', 'Nîmes Centre', 'Nîmes Pont-du-Gard', 'Beaucaire', 'Tarascon', 'Avignon Centre']"
Lunel,Sète ,TER,876341,10-03-2023,10:38:00,10:38:00,0,,"['Frontignan', 'Sète']"
Avignon Centre,Port-Bou ,TER,86983,10-03-2023,10:51:00,10:51:00,0,,"['Frontignan', 'Sète', 'Agde', 'Béziers', 'Narbonne', 'Port-la-Nouvelle', 'Leucate la Franqui', 'Salses', 'Rivesaltes', 'Perpignan', 'Elne', 'Argelès-sur-Mer', 'Collioure', 'Port-Vendres', 'Banyuls-sur-Mer', 'Cerbère', 'Port-Bou']"
Marseille - Saint-Charles,Bordeaux Saint-Jean ,Intercités,4758,10-03-2023,11:07:00,11:07:00,0,,"['Béziers', 'Narbonne', 'Carcassonne', 'Toulouse Matabiau', 'Montauban Ville Bourbon', 'Marmande', 'Bordeaux Saint-Jean']"
Narbonne,Avignon Centre ,TER,876412,10-03-2023,11:13:00,11:13:00,0,,"['Baillargues', 'Lunel', 'Vergèze - Codognan', 'Nîmes Centre', 'Nîmes Pont-du-Gard', 'Beaucaire', 'Tarascon', 'Avignon Centre']"
Sète,Lunel ,TER,876342,10-03-2023,11:39:00,11:39:00,0,,"['Saint-Aunès', 'Baillargues', 'Valergues - Lansargues', 'Lunel']"
Montpellier Saint-Roch,Narbonne ,TER,876413,10-03-2023,11:51:00,11:51:00,0,,"['Frontignan', 'Sète', 'Agde', 'Béziers', 'Narbonne']"
Montpellier Saint-Roch,Avignon Centre ,TER,876366,10-03-2023,12:27:00,12:27:00,0,,"['Saint-Aunès', 'Baillargues', 'Valergues - Lansargues', 'Lunel-Viel', 'Lunel', 'Vergèze - Codognan', 'Milhaud', 'Saint-Césaire', 'Nîmes Centre', 'Avignon Centre']"
Avignon Centre,Port-Bou ,TER,86985,10-03-2023,12:52:00,12:52:00,0,,"['Frontignan', 'Sète', 'Agde', 'Béziers', 'Narbonne', 'Port-la-Nouvelle', 'Leucate la Franqui', 'Salses', 'Rivesaltes', 'Perpignan', 'Elne', 'Argelès-sur-Mer', 'Collioure', 'Port-Vendres', 'Banyuls-sur-Mer', 'Cerbère', 'Port-Bou']"
Nancy,Vittel ,TER,35127,09-03-2023,14:15:00,14:15:00,0,,"['Contrexéville', 'Vittel']"
Nancy,Mirecourt ,TER,35149,09-03-2023,14:15:00,14:15:00,0,,"['Ceintrey Eglise', 'Vézelise Beauregard', 'Poussay Rue de Mirecourt', 'Mirecourt']"
Nancy,Lunéville ,TER,835085,09-03-2023,14:31:00,14:31:00,0,,"['Jarville-la-Malgrange', 'Laneuveville-devant-Nancy', 'Varangéville - Saint-Nicolas', 'Dombasle-sur-Meurthe', 'Rosières-aux-Salines', 'Blainville - Damelevières', 'Mont-sur-Meurthe', 'Lunéville']"
Nancy,Luxembourg ,TER,88515,09-03-2023,14:50:00,14:50:00,0,,"['Pont-à-Mousson', 'Pagny-sur-Moselle', 'Metz Ville', 'Metz Nord', 'Woippy', 'Maizières-lès-Metz', 'Hagondange', 'Uckange', 'Thionville', 'Hettange-Grande', 'Bettembourg', 'Luxembourg (CFL)']"
Nancy,Lunéville ,TER,835087,09-03-2023,15:31:00,15:31:00,0,,"['Jarville-la-Malgrange', 'Laneuveville-devant-Nancy', 'Varangéville - Saint-Nicolas', 'Dombasle-sur-Meurthe', 'Rosières-aux-Salines', 'Blainville - Damelevières', 'Mont-sur-Meurthe', 'Lunéville']"
Nancy,Damblain Eglise ,TER,35013,09-03-2023,16:15:00,16:15:00,0,,"['Ceintrey Eglise', 'Vézelise Beauregard', 'Diarville - Place du Docteur Midon', 'Poussay Rue de Mirecourt', 'Mirecourt', 'Mirecourt Lycée Agricole', 'Mattaincourt La Poste', 'Hymont Mairie', 'Vittel', 'Contrexéville', 'Martigny-les-Bains', 'Lamarche Centre', 'Lamarche', 'Rozières-sur-Mouzon', 'Damblain Eglise']"
Nancy,Vittel ,TER,35135,09-03-2023,16:15:00,16:15:00,0,,"['Contrexéville', 'Vittel']"
Nancy,Pont-Saint-Vincent ,TER,836225,09-03-2023,16:19:00,16:19:00,0,,"['Jarville-la-Malgrange', 'Houdemont', 'Ludres', 'Messein', 'Neuves-Maisons', 'Pont-Saint-Vincent']"
Nancy,Luxembourg ,TER,88576,09-03-2023,16:26:00,16:26:00,0,,"['Frouard', 'Pompey', 'Marbache', 'Belleville', 'Dieulouard', 'Pont-à-Mousson', 'Vandières', 'Pagny-sur-Moselle', 'Novéant-sur-Moselle', 'Ars-sur-Moselle', 'Metz Ville', 'Hagondange', 'Uckange', 'Thionville', 'Bettembourg', 'Howald', 'Luxembourg (CFL)']"
Lunéville,Bar-le-Duc ,TER,833608,09-03-2023,16:34:30,16:34:30,0,,"['Frouard', 'Liverdun', 'Toul', 'Commercy', 'Bar-le-Duc']"
Nancy,Metz Ville ,TER,837555,09-03-2023,16:50:00,16:50:00,0,,"['Pont-à-Mousson', 'Pagny-sur-Moselle', 'Metz Ville']"
Nancy,Lunéville ,TER,835091,09-03-2023,16:59:00,16:59:00,0,,"['Varangéville - Saint-Nicolas', 'Dombasle-sur-Meurthe', 'Rosières-aux-Salines', 'Blainville - Damelevières', 'Lunéville']"
Nancy,Mirecourt ,TER,35151,09-03-2023,17:15:00,17:15:00,0,,"['Ceintrey Eglise', 'Vézelise Beauregard', 'Poussay Rue de Mirecourt', 'Mirecourt']"
Nancy,Vittel ,TER,35137,09-03-2023,17:15:00,17:15:00,0,,"['Contrexéville', 'Vittel']"
Nancy,Pont-Saint-Vincent ,TER,836229,09-03-2023,17:31:00,17:31:00,0,,"['Jarville-la-Malgrange', 'Houdemont', 'Ludres', 'Messein', 'Neuves-Maisons', 'Pont-Saint-Vincent']"
Commercy,Lunéville ,TER,833615,09-03-2023,17:31:00,17:31:00,0,,"['Jarville-la-Malgrange', 'Laneuveville-devant-Nancy', 'Varangéville - Saint-Nicolas', 'Dombasle-sur-Meurthe', 'Rosières-aux-Salines', 'Blainville - Damelevières', 'Mont-sur-Meurthe', 'Lunéville']"
Strasbourg,Paris Est ,TER,839172,09-03-2023,17:46:00,17:46:00,0,,"['Toul', 'Commercy', 'Bar-le-Duc', 'Vitry-le-François', 'Châlons-en-Champagne', 'Épernay', 'Dormans', 'Château-Thierry', 'Paris Est']"
Nancy,Mirecourt ,TER,35021,09-03-2023,18:10:00,18:10:00,0,,"['Ceintrey Eglise', 'Vézelise Beauregard', 'Tantonville Ligneville', 'Praye-sous-Vaudemont PN', 'Diarville - Place du Docteur Midon', 'Poussay Rue de Mirecourt', 'Mirecourt']"
Nancy,Paris Est ,TGV INOUI,2548,09-03-2023,18:11:00,18:11:00,0,,"['Meuse TGV', 'Paris Est']"
Nancy,Vittel ,TER,35143,09-03-2023,18:15:00,18:15:00,0,,"['Contrexéville', 'Vittel']"
Nancy,Metz Ville ,TER,837575,09-03-2023,18:58:00,18:58:00,0,,"['Champigneulles', 'Frouard', 'Pompey', 'Marbache', 'Dieulouard', 'Pont-à-Mousson', 'Pagny-sur-Moselle', 'Novéant-sur-Moselle', 'Ancy-sur-Moselle', 'Ars-sur-Moselle', 'Metz Ville']"
Nancy,Neufchâteau ,TER,35254,09-03-2023,19:15:00,19:15:00,0,,"['Toul', 'Colombey-les-Belles Mairie', 'Autreville Centre', 'Martigny-Les-Gerbonvaux Centre', 'Soulosse Route Nationale', 'Neufchâteau Hôpital', 'Neufchâteau']"
Nancy,Mirecourt ,TER,35023,09-03-2023,19:15:00,19:15:00,0,,"['Ceintrey Eglise', 'Vézelise Beauregard', 'Tantonville Ligneville', 'Praye-sous-Vaudemont PN', 'Diarville - Place du Docteur Midon', 'Poussay Rue de Mirecourt', 'Mirecourt']"
Nancy,Contrexéville ,TER,35025,09-03-2023,20:00:00,20:00:00,0,,"['Ceintrey Eglise', 'Vézelise Beauregard', 'Poussay Rue de Mirecourt', 'Mirecourt', 'Vittel', 'Contrexéville']"
Nancy,Metz Ville ,TER,429587,09-03-2023,20:28:00,20:28:00,0,,"['Champigneulles', 'Frouard', 'Pompey', 'Marbache', 'Dieulouard', 'Pont-à-Mousson', 'Vandières', 'Pagny-sur-Moselle', 'Novéant-sur-Moselle', 'Ancy-sur-Moselle', 'Ars-sur-Moselle', 'Metz Ville']"
Nancy,Pont-Saint-Vincent ,TER,429239,09-03-2023,20:52:00,20:52:00,0,,"['Jarville-la-Malgrange', 'Houdemont', 'Ludres', 'Messein', 'Neuves-Maisons', 'Pont-Saint-Vincent']"
Nancy,Metz Ville ,TER,429095,09-03-2023,22:37:00,22:37:00,0,,"['Champigneulles', 'Frouard', 'Pompey', 'Marbache', 'Belleville', 'Dieulouard', 'Pont-à-Mousson', 'Vandières', 'Pagny-sur-Moselle', 'Novéant-sur-Moselle', 'Ancy-sur-Moselle', 'Ars-sur-Moselle', 'Metz Ville']"
Nancy,Pont-Saint-Vincent ,TER,836201,10-03-2023,05:51:00,05:51:00,0,,"['Jarville-la-Malgrange', 'Houdemont', 'Ludres', 'Messein', 'Neuves-Maisons', 'Pont-Saint-Vincent']"
Nancy,Luxembourg ,TER,88501,10-03-2023,05:58:00,05:58:00,0,,"['Champigneulles', 'Frouard', 'Pompey', 'Marbache', 'Dieulouard', 'Pont-à-Mousson', 'Pagny-sur-Moselle', 'Novéant-sur-Moselle', 'Ancy-sur-Moselle', 'Ars-sur-Moselle', 'Metz Ville', 'Hagondange', 'Uckange', 'Thionville', 'Bettembourg', 'Howald', 'Luxembourg (CFL)']"
Nancy,Contrexéville ,TER,35003,10-03-2023,06:26:00,06:26:00,0,,"['Pont-Saint-Vincent', 'Ceintrey Groupe Scolaire', 'Vézelise Beauregard', 'Poussay Rue de Mirecourt', 'Mirecourt', 'Mirecourt Lycée Agricole', 'Mattaincourt La Poste', 'Hymont Mairie', 'Haréville-sous-Montfort Centre', 'Vittel', 'Contrexéville']"
Nancy,Luxembourg ,TER,88503,10-03-2023,06:28:00,06:28:00,0,,"['Champigneulles', 'Frouard', 'Pompey', 'Dieulouard', 'Pont-à-Mousson', 'Vandières', 'Pagny-sur-Moselle', 'Novéant-sur-Moselle', 'Ancy-sur-Moselle', 'Ars-sur-Moselle', 'Metz Ville', 'Hagondange', 'Uckange', 'Thionville', 'Bettembourg', 'Howald', 'Luxembourg (CFL)']"
Nancy,Lunéville ,TER,835073,10-03-2023,06:31:00,06:31:00,0,,"['Jarville-la-Malgrange', 'Laneuveville-devant-Nancy', 'Varangéville - Saint-Nicolas', 'Dombasle-sur-Meurthe', 'Rosières-aux-Salines', 'Blainville - Damelevières', 'Mont-sur-Meurthe', 'Lunéville']"
Lunéville,Metz Ville ,TER,835190,10-03-2023,07:03:00,07:03:00,0,,"['Pont-à-Mousson', 'Pagny-sur-Moselle', 'Metz Ville']"
Remiremont,Paris Est ,TGV INOUI,2574,10-03-2023,07:16:00,07:16:00,0,,['Paris Est']
Strasbourg,Paris Est ,TGV INOUI,2584,10-03-2023,07:16:00,07:16:00,0,,['Paris Est']
Nancy,Lorraine TGV ,SNCF,68164,10-03-2023,07:19:00,07:19:00,0,,['Lorraine TGV']
Nancy,Mirecourt ,TER,35145,10-03-2023,07:20:00,07:20:00,0,,"['Ceintrey Eglise', 'Vézelise Beauregard', 'Poussay Rue de Mirecourt', 'Mirecourt']"
Nancy,Pont-Saint-Vincent ,TER,836205,10-03-2023,07:21:00,07:21:00,0,,"['Jarville-la-Malgrange', 'Houdemont', 'Ludres', 'Messein', 'Neuves-Maisons', 'Pont-Saint-Vincent']"
Nancy,Bar-le-Duc ,TER,835624,10-03-2023,07:35:00,07:35:00,0,,"['Frouard', 'Liverdun', 'Toul', 'Commercy', 'Bar-le-Duc']"
Nancy,Pont-Saint-Vincent ,TER,836207,10-03-2023,07:51:00,07:51:00,0,,"['Jarville-la-Malgrange', 'Houdemont', 'Ludres', 'Messein', 'Neuves-Maisons', 'Pont-Saint-Vincent']"
Nancy,Mirecourt ,TER,35005,10-03-2023,08:10:00,08:10:00,0,,"['Ceintrey Eglise', 'Vézelise Beauregard', 'Poussay Rue de Mirecourt', 'Mirecourt']"
Nancy,Metz Ville ,TER,837519,10-03-2023,08:20:00,08:20:00,0,,"['Pont-à-Mousson', 'Pagny-sur-Moselle', 'Metz Ville']"
Nancy,Longwy ,TER,429249,10-03-2023,08:39:00,08:39:00,0,,"['Pont-à-Mousson', 'Onville', 'Conflans - Jarny', 'Baroncourt', 'Longuyon', 'Longwy']"
Nancy,Metz Ville ,TER,837523,10-03-2023,08:51:00,08:51:00,0,,"['Pont-à-Mousson', 'Pagny-sur-Moselle', 'Metz Ville']"
Nancy,Vittel ,TER,35121,10-03-2023,08:58:00,08:58:00,0,,"['Contrexéville', 'Vittel']"
Nancy,Pont-Saint-Vincent ,TER,836211,10-03-2023,09:21:00,09:21:00,0,,"['Jarville-la-Malgrange', 'Houdemont', 'Ludres', 'Messein', 'Neuves-Maisons', 'Pont-Saint-Vincent']"
Nancy,Paris Est ,TGV INOUI,2536,10-03-2023,10:11:00,10:11:00,0,,"['Champagne-Ardenne TGV', 'Paris Est']"
Nancy,Mirecourt ,TER,35147,10-03-2023,10:30:00,10:30:00,0,,"['Ceintrey Eglise', 'Vézelise Beauregard', 'Poussay Rue de Mirecourt', 'Mirecourt']"
Nancy,Vittel ,TER,35123,10-03-2023,10:35:00,10:35:00,0,,"['Contrexéville', 'Vittel']"
Nancy,Metz Ville ,TER,837533,10-03-2023,11:20:00,11:20:00,0,,"['Pont-à-Mousson', 'Pagny-sur-Moselle', 'Metz Ville']"
Nancy,Luxembourg ,TER,88509,10-03-2023,11:28:00,11:28:00,0,,"['Frouard', 'Pompey', 'Belleville', 'Dieulouard', 'Pont-à-Mousson', 'Vandières', 'Pagny-sur-Moselle', 'Novéant-sur-Moselle', 'Ancy-sur-Moselle', 'Ars-sur-Moselle', 'Metz Ville', 'Hagondange', 'Uckange', 'Thionville', 'Bettembourg', 'Howald', 'Luxembourg (CFL)']"
Nancy,Mirecourt ,TER,35009,10-03-2023,11:30:00,11:30:00,0,,"['Ceintrey Eglise', 'Vézelise Beauregard', 'Poussay Rue de Mirecourt', 'Mirecourt']"
Nancy,Vittel ,TER,35125,10-03-2023,12:20:00,12:20:00,0,,"['Contrexéville', 'Vittel']"
Nancy,Longwy ,TER,429069,10-03-2023,12:39:00,12:39:00,0,,"['Pont-à-Mousson', 'Onville', 'Conflans - Jarny', 'Baroncourt', 'Longuyon', 'Longwy']"
Nancy,Paris Est ,TGV INOUI,2540,10-03-2023,12:55:00,12:55:00,0,,"['Meuse TGV', 'Champagne-Ardenne TGV', 'Paris Est']"
Nancy,Mirecourt ,TER,35011,10-03-2023,13:00:00,13:00:00,0,,"['Ceintrey Eglise', 'Vézelise Beauregard', 'Poussay Rue de Mirecourt', 'Mirecourt']"
Grenoble,Paris - Gare de Lyon - Hall 1 & 2 ,TGV INOUI,6920,09-03-2023,14:46:00,14:46:00,0,,"['Lyon Saint-Exupéry TGV', 'Paris - Gare de Lyon - Hall 1 & 2']"
Grenoble,Lyon Part Dieu ,TER,17604,10-03-2023,06:21:00,06:21:00,0,,"['Voiron', 'La Tour-du-Pin', 'Bourgoin-Jallieu', 'La Verpillière', 'Lyon Part Dieu']"
Grenoble,Lyon Part Dieu ,TER,17606,10-03-2023,06:51:00,06:51:00,0,,"['Voiron', 'La Tour-du-Pin', 'Bourgoin-Jallieu', 'La Verpillière', 'Lyon Part Dieu']"
Valence Ville,Annecy ,TER,17554,10-03-2023,07:33:00,07:33:00,0,,"['Grenoble Universités - Gières', 'Pontcharra sur Bréda - Allevard', 'Montmélian', 'Chambéry - Challes-les-Eaux', 'Aix-les-Bains - Le Revard', 'Grésy-sur-Aix', 'Albens', 'Rumilly', 'Annecy']"
Grenoble,Gap ,TER,885601,10-03-2023,08:10:00,08:10:00,0,,"['Pont-de-Claix', 'Jarrie - Vizille', 'Saint-Georges-de-Commiers', 'Vif', 'Monestier-de-Clermont', 'Clelles - Mens', 'Lus-la-Croix-Haute', 'Aspres-sur-Buëch', 'Veynes - Dévoluy', 'Gap']"
Grenoble,Lyon Part Dieu ,TER,17612,10-03-2023,08:21:00,08:21:00,0,,"['Voiron', 'La Tour-du-Pin', 'Bourgoin-Jallieu', 'La Verpillière', 'Lyon Part Dieu']"
Grenoble,Lyon Part Dieu ,TER,17684,10-03-2023,08:51:00,08:51:00,0,,"['Voiron', 'La Tour-du-Pin', 'Bourgoin-Jallieu', 'La Verpillière', 'Lyon Part Dieu']"
Grenoble,Paris - Gare de Lyon - Hall 1 & 2 ,TGV INOUI,6908,10-03-2023,09:47:00,09:47:00,0,,"['Lyon Saint-Exupéry TGV', 'Paris - Gare de Lyon - Hall 1 & 2']"
Grenoble,Paris - Gare de Lyon - Hall 1 & 2 ,TGV INOUI,6340,10-03-2023,11:52:00,11:52:00,0,,['Paris - Gare de Lyon - Hall 1 & 2']
