Provenance,Destination,Train,Numéro,Jour,Arrivée (réelle),Arrivée (prévue),Retard (min),Cause,Arrêts
Strasbourg,Paris Est ,OUIGO,7692,10-03-2023,13:37:30,13:37:30,0,,"['Strasbourg', 'Metz Ville', 'Paris Est']"
Luxembourg (CFL),Metz Ville ,TER,88519,10-03-2023,14:32:00,14:32:00,0,,"['Luxembourg (CFL)', 'Howald', 'Bettembourg', 'Thionville', 'Hagondange', 'Metz Ville']"
Luxembourg (CFL),Paris Est ,TGV INOUI,2870,10-03-2023,15:03:00,15:03:00,0,,"['Luxembourg (CFL)', 'Thionville', 'Metz Ville', 'Paris Est']"
Paris Est,Thionville ,TGV INOUI,2817,10-03-2023,15:08:30,15:08:30,0,,"['Paris Est', 'Metz Ville', 'Thionville']"
Luxembourg (CFL),Metz Ville ,TER,88739,10-03-2023,15:31:00,15:31:00,0,,"['Luxembourg (CFL)', 'Howald', 'Bettembourg', 'Thionville', 'Uckange', 'Hagondange', 'Metz Ville']"
Nancy,Luxembourg ,TER,88515,10-03-2023,15:32:00,15:32:00,0,,"['Nancy', 'Pont-à-Mousson', 'Pagny-sur-Moselle', 'Metz Ville', 'Metz Nord', 'Woippy', 'Maizières-lès-Metz', 'Hagondange', 'Uckange', 'Thionville', 'Hettange-Grande', 'Bettembourg', 'Luxembourg (CFL)']"
Bar-le-Duc,Metz Ville ,TER,429085,10-03-2023,15:34:00,15:34:00,0,,"['Bar-le-Duc', 'Lérouville', 'Onville', 'Metz Ville']"
Longwy,Metz Ville ,TER,75051,10-03-2023,15:40:00,15:40:00,0,,"['Longwy', 'Metz Ville']"
Longwy,Metz Ville ,TER,75053,10-03-2023,16:40:00,16:40:00,0,,"['Longwy', 'Metz Ville']"
Thionville,Paris Est ,TGV INOUI,2872,10-03-2023,16:46:00,16:46:00,0,,"['Thionville', 'Metz Ville', 'Paris Est']"
Paris Est,Metz Ville ,TGV INOUI,2613,10-03-2023,16:54:00,16:54:00,0,,"['Paris Est', 'Metz Ville']"
Verdun,Metz Ville ,TER,429229,10-03-2023,16:58:00,16:58:00,0,,"['Verdun', 'Étain', 'Conflans - Jarny', 'Homécourt', 'Jœuf', 'Moyeuvre-Grande', 'Rombas - Clouange', 'Hagondange', 'Metz Ville']"
Longwy,Metz Ville ,TER,75055,10-03-2023,17:15:00,17:15:00,0,,"['Longwy', 'Metz Ville']"
Forbach,Metz Ville ,TER,23752,10-03-2023,17:21:00,17:21:00,0,,"['Forbach', 'Béning', 'Hombourg-Haut', 'Saint-Avold', 'Faulquemont', 'Rémilly', 'Metz Ville']"
Nancy,Luxembourg ,TER,88576,10-03-2023,17:25:00,17:25:00,0,,"['Nancy', 'Frouard', 'Pompey', 'Marbache', 'Belleville', 'Dieulouard', 'Pont-à-Mousson', 'Vandières', 'Pagny-sur-Moselle', 'Novéant-sur-Moselle', 'Ars-sur-Moselle', 'Metz Ville', 'Hagondange', 'Uckange', 'Thionville', 'Bettembourg', 'Howald', 'Luxembourg (CFL)']"
Lorraine TGV,Metz Ville ,SNCF,68143,10-03-2023,17:28:00,17:28:00,0,,"['Lorraine TGV', 'Metz Ville']"
Luxembourg (CFL),Metz Ville ,TER,88747,10-03-2023,17:30:00,17:30:00,0,,"['Luxembourg (CFL)', 'Howald', 'Bettembourg', 'Thionville', 'Uckange', 'Hagondange', 'Metz Ville']"
Nancy,Metz Ville ,TER,837555,10-03-2023,17:32:00,17:32:00,0,,"['Nancy', 'Pont-à-Mousson', 'Pagny-sur-Moselle', 'Metz Ville']"
Paris Est,Strasbourg ,OUIGO,7693,10-03-2023,17:47:00,17:47:00,0,,"['Paris Est', 'Metz Ville', 'Strasbourg']"
Luxembourg (CFL),Metz Ville ,TER,88753,10-03-2023,18:16:00,18:16:00,0,,"['Luxembourg (CFL)', 'Bettembourg', 'Hettange-Grande', 'Thionville', 'Uckange', 'Hagondange', 'Maizières-lès-Metz', 'Woippy', 'Metz Nord', 'Metz Ville']"
Sarreguemines,Metz Ville ,TER,834860,10-03-2023,18:26:00,18:26:00,0,,"['Sarreguemines', 'Farschviller', 'Béning', 'Saint-Avold', 'Faulquemont', 'Metz Ville']"
Verdun,Metz Ville ,TER,75089,10-03-2023,18:45:00,18:45:00,0,,"['Verdun', 'Verdun la Tour du Champ', 'Étain', 'Étain', 'Conflans - Jarny', 'Metz Ville']"
Luxembourg (CFL),Metz Ville ,TER,88755,10-03-2023,18:47:00,18:47:00,0,,"['Luxembourg (CFL)', 'Bettembourg', 'Hettange-Grande', 'Thionville', 'Uckange', 'Hagondange', 'Maizières-lès-Metz', 'Woippy', 'Metz Nord', 'Metz Ville']"
Paris Est,Metz Ville ,TGV INOUI,2223,10-03-2023,19:09:00,19:09:00,0,,"['Paris Est', 'Metz Ville']"
Paris Est,Luxembourg ,TGV INOUI,2833,10-03-2023,19:09:00,19:09:00,0,,"['Paris Est', 'Metz Ville', 'Thionville', 'Luxembourg (CFL)']"
Longwy,Metz Ville ,TER,75057,10-03-2023,19:18:00,19:18:00,0,,"['Longwy', 'Metz Ville']"
Forbach,Metz Ville ,TER,23758,10-03-2023,19:25:00,19:25:00,0,,"['Forbach', 'Béning', 'Hombourg-Haut', 'Saint-Avold', 'Teting', 'Faulquemont', 'Rémilly', 'Metz Ville']"
Luxembourg (CFL),Metz Ville ,TER,88761,10-03-2023,19:31:00,19:31:00,0,,"['Luxembourg (CFL)', 'Howald', 'Bettembourg', 'Thionville', 'Uckange', 'Hagondange', 'Metz Ville']"
Verdun,Metz Ville ,TER,833483,10-03-2023,19:37:00,19:37:00,0,,"['Verdun', 'Étain', 'Conflans - Jarny', 'Onville', 'Metz Ville']"
Nancy,Metz Ville ,TER,837575,10-03-2023,19:51:30,19:51:30,0,,"['Nancy', 'Champigneulles', 'Frouard', 'Pompey', 'Marbache', 'Dieulouard', 'Pont-à-Mousson', 'Pagny-sur-Moselle', 'Novéant-sur-Moselle', 'Ancy-sur-Moselle', 'Ars-sur-Moselle', 'Metz Ville']"
Verdun,Metz Ville ,TER,75091,10-03-2023,20:19:00,20:19:00,0,,"['Verdun', 'Verdun la Tour du Champ', 'Étain', 'Étain', 'Conflans - Jarny', 'Metz Ville']"
Longwy,Metz Ville ,TER,75059,10-03-2023,20:20:00,20:20:00,0,,"['Longwy', 'Metz Ville']"
Sarrebourg,Metz Ville ,TER,834366,10-03-2023,20:59:30,20:59:30,0,,"['Sarrebourg', 'Morhange', 'Rémilly', 'Metz Ville']"
Nancy,Metz Ville ,TER,429587,10-03-2023,22:14:00,22:14:00,0,,"['Nancy', 'Champigneulles', 'Frouard', 'Pompey', 'Marbache', 'Dieulouard', 'Pont-à-Mousson', 'Vandières', 'Pagny-sur-Moselle', 'Novéant-sur-Moselle', 'Ancy-sur-Moselle', 'Ars-sur-Moselle', 'Metz Ville']"
Luxembourg (CFL),Metz Ville ,TER,429777,10-03-2023,22:41:00,22:41:00,0,,"['Luxembourg (CFL)', 'Thionville', 'Uckange', 'Hagondange', 'Metz Ville']"
Luxembourg (CFL),Metz Ville ,TER,429677,10-03-2023,22:41:00,22:41:00,0,,"['Luxembourg (CFL)', 'Bettembourg', 'Hettange-Grande', 'Thionville', 'Uckange', 'Hagondange', 'Metz Ville']"
Luxembourg (CFL),Metz Ville ,TER,429783,11-03-2023,00:16:00,00:16:00,0,,"['Luxembourg (CFL)', 'Howald', 'Bettembourg', 'Hettange-Grande', 'Thionville', 'Metz Ville']"
Nancy,Metz Ville ,TER,429095,11-03-2023,00:24:00,00:24:00,0,,"['Nancy', 'Champigneulles', 'Frouard', 'Pompey', 'Marbache', 'Belleville', 'Dieulouard', 'Pont-à-Mousson', 'Vandières', 'Pagny-sur-Moselle', 'Novéant-sur-Moselle', 'Ancy-sur-Moselle', 'Ars-sur-Moselle', 'Metz Ville']"
Bettembourg,Nancy ,TER,88600,11-03-2023,06:30:00,06:30:00,0,,"['Bettembourg', 'Thionville', 'Uckange', 'Hagondange', 'Metz Ville', 'Pagny-sur-Moselle', 'Pont-à-Mousson', 'Nancy']"
Nancy,Metz Ville ,TER,837601,11-03-2023,07:23:00,07:23:00,0,,"['Nancy', 'Frouard', 'Pompey', 'Belleville', 'Dieulouard', 'Pont-à-Mousson', 'Vandières', 'Pagny-sur-Moselle', 'Novéant-sur-Moselle', 'Ancy-sur-Moselle', 'Ars-sur-Moselle', 'Metz Ville']"
Sarrebourg,Metz Ville ,TER,834352,11-03-2023,07:36:00,07:36:00,0,,"['Sarrebourg', 'Berthelming', 'Bénestroff', 'Morhange', 'Rémilly', 'Sanry-sur-Nied', 'Courcelles-sur-Nied', 'Peltre', 'Metz Ville']"
Nancy,Metz Ville ,TER,837603,11-03-2023,08:22:00,08:22:00,0,,"['Nancy', 'Champigneulles', 'Frouard', 'Pompey', 'Marbache', 'Dieulouard', 'Pont-à-Mousson', 'Pagny-sur-Moselle', 'Novéant-sur-Moselle', 'Ancy-sur-Moselle', 'Ars-sur-Moselle', 'Metz Ville']"
Nancy,Bettembourg ,TER,88571,11-03-2023,08:28:30,08:28:30,0,,"['Nancy', 'Pont-à-Mousson', 'Pagny-sur-Moselle', 'Metz Ville', 'Hagondange', 'Uckange', 'Thionville', 'Bettembourg']"
Longwy,Metz Ville ,TER,75045,11-03-2023,08:35:00,08:35:00,0,,"['Longwy', 'Metz Ville']"
Strasbourg,Metz Ville ,TER,830302,11-03-2023,09:16:00,09:16:00,0,,"['Strasbourg', 'Brumath', 'Saverne', 'Réding', 'Morhange', 'Metz Ville']"
Verdun,Metz Ville ,TER,75093,11-03-2023,09:30:00,09:30:00,0,,"['Verdun', 'Verdun la Tour du Champ', 'Étain', 'Étain', 'Conflans - Jarny', 'Metz Ville']"
Paris Est,Luxembourg ,TGV INOUI,2807,11-03-2023,09:49:30,09:49:30,0,,"['Paris Est', 'Champagne-Ardenne TGV', 'Metz Ville', 'Luxembourg (CFL)']"
Boulogne-Ville,Paris Nord ,TGV INOUI,7516,10-03-2023,10:36:00,10:36:00,0,,"['Boulogne-Ville', 'Calais - Fréthun', 'Lille Europe', 'Arras', 'Paris Nord']"
St Pancras International,Bruxelles-Midi - Brussel-Zuid ,Eurostar,9116,10-03-2023,11:35:00,11:35:00,0,,"['St Pancras International', 'Lille Europe', 'Bruxelles-Midi - Brussel-Zuid']"
Paris Nord,Dunkerque ,TGV INOUI,7265,10-03-2023,12:07:30,12:07:30,0,,"['Paris Nord', 'Arras', 'Lille Europe', 'Dunkerque']"
St Pancras International,Marne-la-Vallée - Chessy ,Eurostar,9074,10-03-2023,12:54:00,12:54:00,0,,"['St Pancras International', 'Lille Europe', 'Marne-la-Vallée - Chessy']"
Boulogne-Ville,Paris Nord ,TGV INOUI,7520,10-03-2023,12:59:00,12:59:00,0,,"['Boulogne-Ville', 'Calais - Fréthun', 'Lille Europe', 'Douai', 'Arras', 'Paris Nord']"
St Pancras International,Amsterdam Centraal ,Eurostar,9126,10-03-2023,13:34:00,13:34:00,0,,"['St Pancras International', 'Lille Europe', 'Bruxelles-Midi - Brussel-Zuid', 'Rotterdam Centraal', 'Amsterdam Centraal']"
Dunkerque,Lille Europe ,TER,844506,10-03-2023,15:17:00,15:17:00,0,,"['Dunkerque', 'Lille Europe']"
St Pancras International,Bruxelles-Midi - Brussel-Zuid ,Eurostar,9132,10-03-2023,15:34:00,15:34:00,0,,"['St Pancras International', 'Lille Europe', 'Bruxelles-Midi - Brussel-Zuid']"
Dunkerque,Lille Europe ,TER,844512,10-03-2023,17:31:00,17:31:00,0,,"['Dunkerque', 'Lille Europe']"
St Pancras International,Bruxelles-Midi - Brussel-Zuid ,Eurostar,9142,10-03-2023,17:34:00,17:34:00,0,,"['St Pancras International', 'Lille Europe', 'Bruxelles-Midi - Brussel-Zuid']"
Dunkerque,Paris Nord ,TGV INOUI,7238,10-03-2023,18:40:00,18:40:00,0,,"['Dunkerque', 'Lille Europe', 'Arras', 'Paris Nord']"
Boulogne-Ville,Lille Europe ,TER,844410,10-03-2023,19:46:30,19:46:30,0,,"['Boulogne-Ville', 'Calais - Fréthun', 'Lille Europe']"
St Pancras International,Bruxelles-Midi - Brussel-Zuid ,Eurostar,9158,10-03-2023,22:06:00,22:06:00,0,,"['St Pancras International', 'Lille Europe', 'Bruxelles-Midi - Brussel-Zuid']"
Boulogne-Ville,Lille Europe ,TER,844412,11-03-2023,08:35:00,08:35:00,0,,"['Boulogne-Ville', 'Calais - Fréthun', 'Lille Europe']"
Strasbourg,Bruxelles-Midi - Brussel-Zuid ,TGV,9890,11-03-2023,08:56:30,08:56:30,0,,"['Strasbourg', 'Lorraine TGV', 'Meuse TGV', 'Champagne-Ardenne TGV', 'Aéroport Charles de Gaulle 2 TGV', 'Lille Europe', 'Bruxelles-Midi - Brussel-Zuid']"
St Pancras International,Bruxelles-Midi - Brussel-Zuid ,Eurostar,9110,11-03-2023,09:26:00,09:26:00,0,,"['St Pancras International', 'Lille Europe', 'Bruxelles-Midi - Brussel-Zuid']"
Ventimiglia - Stazione,Cannes la Bocca ,TER,86020,10-03-2023,10:16:00,09:41:00,35,Réutilisation d'un train,"['Ventimiglia - Stazione', 'Menton Garavan', 'Menton', 'Carnoles', 'Roquebrune-Cap-Martin', 'Monaco Monte Carlo', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Èze', 'Beaulieu-sur-Mer', 'Villefranche-sur-Mer', 'Nice Riquier', 'Nice', 'Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cros de Cagnes', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Biot', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes', 'Cannes la Bocca']"
Grasse,Ventimiglia - Stazione ,TER,86031,10-03-2023,10:17:00,10:17:00,0,,"['Grasse', 'Mouans-Sartoux', 'Ranguin', 'La Frayère', 'Le Bosquet', 'Cannes', 'Le Golfe Juan - Vallauris', 'Juan les Pins', 'Antibes', 'Biot', 'Villeneuve-Loubet - Plage', 'Cagnes-sur-Mer', 'Cros de Cagnes', 'Saint-Laurent-du-Var', 'Nice Saint-Augustin', 'Nice', 'Nice Riquier', 'Villefranche-sur-Mer', 'Beaulieu-sur-Mer', 'Èze', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Monaco Monte Carlo', 'Roquebrune-Cap-Martin', 'Carnoles', 'Menton', 'Menton Garavan', 'Ventimiglia - Stazione']"
Marseille - Saint-Charles,Nice ,TER,17475,10-03-2023,10:37:00,10:37:00,0,,"['Marseille - Saint-Charles', 'Toulon', 'Les Arcs - Draguignan', 'Saint-Raphaël - Valescure', 'Cannes', 'Antibes', 'Nice Saint-Augustin', 'Nice']"
Grasse,Ventimiglia - Stazione ,TER,86033,10-03-2023,10:47:00,10:47:00,0,,"['Grasse', 'Mouans-Sartoux', 'Ranguin', 'La Frayère', 'Le Bosquet', 'Cannes', 'Le Golfe Juan - Vallauris', 'Juan les Pins', 'Antibes', 'Biot', 'Villeneuve-Loubet - Plage', 'Cagnes-sur-Mer', 'Cros de Cagnes', 'Saint-Laurent-du-Var', 'Nice Saint-Augustin', 'Nice', 'Nice Riquier', 'Villefranche-sur-Mer', 'Beaulieu-sur-Mer', 'Èze', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Monaco Monte Carlo', 'Roquebrune-Cap-Martin', 'Carnoles', 'Menton', 'Menton Garavan', 'Ventimiglia - Stazione']"
Ventimiglia - Stazione,Grasse ,TER,86030,10-03-2023,11:41:30,11:41:30,0,,"['Ventimiglia - Stazione', 'Menton Garavan', 'Menton', 'Carnoles', 'Roquebrune-Cap-Martin', 'Monaco Monte Carlo', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Èze', 'Beaulieu-sur-Mer', 'Villefranche-sur-Mer', 'Nice Riquier', 'Nice', 'Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cros de Cagnes', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Biot', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes', 'Le Bosquet', 'La Frayère', 'Ranguin', 'Mouans-Sartoux', 'Grasse']"
Ventimiglia - Stazione,Grasse ,TER,86032,10-03-2023,12:11:00,12:11:00,0,,"['Ventimiglia - Stazione', 'Menton Garavan', 'Menton', 'Carnoles', 'Roquebrune-Cap-Martin', 'Monaco Monte Carlo', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Èze', 'Beaulieu-sur-Mer', 'Villefranche-sur-Mer', 'Nice Riquier', 'Nice', 'Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cros de Cagnes', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Biot', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes', 'Le Bosquet', 'La Frayère', 'Ranguin', 'Mouans-Sartoux', 'Grasse']"
Marseille - Saint-Charles,Nice ,TER,17479,10-03-2023,12:37:00,12:37:00,0,,"['Marseille - Saint-Charles', 'Toulon', 'Carnoules', 'Les Arcs - Draguignan', 'Saint-Raphaël - Valescure', 'Cannes', 'Antibes', 'Nice Saint-Augustin', 'Nice']"
Ventimiglia - Stazione,Nice ,TER,86034,10-03-2023,12:41:00,12:41:00,0,,"['Ventimiglia - Stazione', 'Menton Garavan', 'Menton', 'Carnoles', 'Roquebrune-Cap-Martin', 'Monaco Monte Carlo', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Èze', 'Beaulieu-sur-Mer', 'Villefranche-sur-Mer', 'Nice Riquier', 'Nice']"
Grasse,Ventimiglia - Stazione ,TER,86045,10-03-2023,12:47:00,12:47:00,0,,"['Grasse', 'Mouans-Sartoux', 'Ranguin', 'La Frayère', 'Le Bosquet', 'Cannes', 'Le Golfe Juan - Vallauris', 'Juan les Pins', 'Antibes', 'Biot', 'Villeneuve-Loubet - Plage', 'Cagnes-sur-Mer', 'Cros de Cagnes', 'Saint-Laurent-du-Var', 'Nice Saint-Augustin', 'Nice', 'Nice Riquier', 'Villefranche-sur-Mer', 'Beaulieu-sur-Mer', 'Èze', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Monaco Monte Carlo', 'Roquebrune-Cap-Martin', 'Carnoles', 'Menton', 'Menton Garavan', 'Ventimiglia - Stazione']"
Lyon Part Dieu,Nice ,TGV INOUI,6805,10-03-2023,13:03:00,12:58:00,5,Difficultés lors de la préparation du train,"['Lyon Part Dieu', 'Valence TGV Rhône-Alpes Sud', 'Avignon TGV', 'Aix-en-Provence TGV', 'Marseille - Saint-Charles', 'Toulon', 'Saint-Raphaël - Valescure', 'Cannes', 'Antibes', 'Nice']"
Cannes la Bocca,Ventimiglia - Stazione ,TER,86049,10-03-2023,13:18:00,13:18:00,0,,"['Cannes la Bocca', 'Cannes', 'Le Golfe Juan - Vallauris', 'Juan les Pins', 'Antibes', 'Biot', 'Villeneuve-Loubet - Plage', 'Cagnes-sur-Mer', 'Cros de Cagnes', 'Saint-Laurent-du-Var', 'Nice Saint-Augustin', 'Nice', 'Nice Riquier', 'Villefranche-sur-Mer', 'Beaulieu-sur-Mer', 'Èze', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Monaco Monte Carlo', 'Roquebrune-Cap-Martin', 'Carnoles', 'Menton', 'Menton Garavan', 'Ventimiglia - Stazione']"
Ventimiglia - Stazione,Grasse ,TER,86038,10-03-2023,13:40:30,13:40:30,0,,"['Ventimiglia - Stazione', 'Menton Garavan', 'Menton', 'Carnoles', 'Roquebrune-Cap-Martin', 'Monaco Monte Carlo', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Èze', 'Beaulieu-sur-Mer', 'Villefranche-sur-Mer', 'Nice Riquier', 'Nice', 'Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cros de Cagnes', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Biot', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes', 'Le Bosquet', 'La Frayère', 'Ranguin', 'Mouans-Sartoux', 'Grasse']"
Grasse,Ventimiglia - Stazione ,TER,86051,10-03-2023,13:47:00,13:47:00,0,,"['Grasse', 'Mouans-Sartoux', 'Ranguin', 'La Frayère', 'Le Bosquet', 'Cannes', 'Le Golfe Juan - Vallauris', 'Juan les Pins', 'Antibes', 'Biot', 'Villeneuve-Loubet - Plage', 'Cagnes-sur-Mer', 'Cros de Cagnes', 'Saint-Laurent-du-Var', 'Nice Saint-Augustin', 'Nice', 'Nice Riquier', 'Villefranche-sur-Mer', 'Beaulieu-sur-Mer', 'Èze', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Monaco Monte Carlo', 'Roquebrune-Cap-Martin', 'Carnoles', 'Menton', 'Menton Garavan', 'Ventimiglia - Stazione']"
Paris - Gare de Lyon - Hall 1 & 2,Nice ,OUIGO,7851,10-03-2023,13:58:00,13:58:00,0,,"['Paris - Gare de Lyon - Hall 1 & 2', 'Aix-en-Provence TGV', 'Toulon', 'Saint-Raphaël - Valescure', 'Cannes', 'Antibes', 'Nice']"
Marseille - Saint-Charles,Nice ,TER,17483,10-03-2023,14:37:00,14:37:00,0,,"['Marseille - Saint-Charles', 'Toulon', 'Les Arcs - Draguignan', 'Saint-Raphaël - Valescure', 'Cannes', 'Antibes', 'Nice Saint-Augustin', 'Nice']"
Ventimiglia - Stazione,Grasse ,TER,86044,10-03-2023,14:40:30,14:40:30,0,,"['Ventimiglia - Stazione', 'Menton Garavan', 'Menton', 'Carnoles', 'Roquebrune-Cap-Martin', 'Monaco Monte Carlo', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Èze', 'Beaulieu-sur-Mer', 'Villefranche-sur-Mer', 'Nice Riquier', 'Nice', 'Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cros de Cagnes', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Biot', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes', 'Le Bosquet', 'La Frayère', 'Ranguin', 'Mouans-Sartoux', 'Grasse']"
Ventimiglia - Stazione,Cannes ,TER,86046,10-03-2023,15:11:00,15:11:00,0,,"['Ventimiglia - Stazione', 'Menton Garavan', 'Menton', 'Carnoles', 'Roquebrune-Cap-Martin', 'Monaco Monte Carlo', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Èze', 'Beaulieu-sur-Mer', 'Villefranche-sur-Mer', 'Nice Riquier', 'Nice', 'Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cros de Cagnes', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Biot', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes']"
Ventimiglia - Stazione,Grasse ,TER,86050,10-03-2023,15:40:30,15:40:30,0,,"['Ventimiglia - Stazione', 'Menton Garavan', 'Menton', 'Carnoles', 'Roquebrune-Cap-Martin', 'Monaco Monte Carlo', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Èze', 'Beaulieu-sur-Mer', 'Villefranche-sur-Mer', 'Nice Riquier', 'Nice', 'Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cros de Cagnes', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Biot', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes', 'Le Bosquet', 'La Frayère', 'Ranguin', 'Mouans-Sartoux', 'Grasse']"
Grasse,Ventimiglia - Stazione ,TER,86061,10-03-2023,15:47:00,15:47:00,0,,"['Grasse', 'Mouans-Sartoux', 'Ranguin', 'La Frayère', 'Le Bosquet', 'Cannes', 'Le Golfe Juan - Vallauris', 'Juan les Pins', 'Antibes', 'Biot', 'Villeneuve-Loubet - Plage', 'Cagnes-sur-Mer', 'Cros de Cagnes', 'Saint-Laurent-du-Var', 'Nice Saint-Augustin', 'Nice', 'Nice Riquier', 'Villefranche-sur-Mer', 'Beaulieu-sur-Mer', 'Èze', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Monaco Monte Carlo', 'Roquebrune-Cap-Martin', 'Carnoles', 'Menton', 'Menton Garavan', 'Ventimiglia - Stazione']"
Paris - Gare de Lyon - Hall 1 & 2,Nice ,TGV INOUI,6175,10-03-2023,15:58:00,15:58:00,0,,"['Paris - Gare de Lyon - Hall 1 & 2', 'Marseille - Saint-Charles', 'Toulon', 'Les Arcs - Draguignan', 'Cannes', 'Antibes', 'Nice']"
